|Company|Origin|ReviewDate|CocoaPercent|CompanyLocation|BeanType|BroadBeanOrigin|Rating
625|Erithaj (A. Morin)|Ba Lai|2014|0.74|France|Trinitario|Vietnam|3.25
626|Escazu|Rio Caribe|2012|0.7|U.S.A.|Trinitario|Venezuela|2.75
627|Escazu|Guapiles|2009|0.65|U.S.A.| |Costa Rica|2.0
628|Escazu|Carenero Superior|2009|0.81|U.S.A.|Criollo|Venezuela|3.5
629|Escazu|Carenero, Guapiles, Ocumare blend|2009|0.74|U.S.A.| |Cost Rica, Ven|2.75
630|Escazu|Ocumare|2008|0.72|U.S.A.|Criollo|Venezuela|3.0
631|Ethel's Artisan (Mars)|Peru, Madagascar|2011|0.55|U.S.A.| |Peru, Madagascar|2.5
632|Ethel's Artisan (Mars)|Trinidad|2011|0.55|U.S.A.|Trinitario|Trinidad|2.5
633|Ethel's Artisan (Mars)|Porcelana|2011|0.7|U.S.A.|Criollo (Porcelana)|Venezuela|2.5
634|Ethel's Artisan (Mars)|Red Vanilla|2011|0.62|U.S.A.| | |2.75
635|Ethel's Artisan (Mars)|Venezuela, Trinidad|2011|0.62|U.S.A.| |Venezuela, Trinidad|2.5
636|Ethereal|Belize|2014|0.8|U.S.A.|Trinitario|Belize|3.0
637|Ethereal|Ecuador|2014|0.8|U.S.A.| |Ecuador|3.5
638|Ethereal|Dominican Republic|2014|0.8|U.S.A.| |Dominican Republic|3.75
639|Fearless (AMMA)|Monte Alegre, D. Badaro, Raw, Organic|2010|0.75|U.S.A.| |Brazil|2.75
640|Feitoria Cacao|Blue Mountain|2016|0.76|Portugal| |Jamaica|3.0
641|Feitoria Cacao|Cuyagua|2016|0.76|Portugal| |Venezuela|2.5
642|Feitoria Cacao|Maya Mountain|2016|0.76|Portugal|Trinitario|Belize|2.75
643|Felchlin|Grenada|2010|0.58|Switzerland|Trinitario|Grenada|3.5
644|Felchlin|Supremo- SF|2006|0.62|Switzerland| | |2.0
645|Felchlin|Elvesia P.|2006|0.74|Switzerland|Trinitario, Criollo|Dominican Republic|3.0
646|Felchlin|Madagascar, Grand Cru|2006|0.64|Switzerland|Criollo|Madagascar|3.0
647|Felchlin|Maracaibo Clasificado|2006|0.65|Switzerland|Criollo|Venezuela|3.0
648|Felchlin|Arriba|2006|0.72|Switzerland|Forastero (Arriba)|Ecuador|3.5
649|Felchlin|Alto Beni, Cru Savage|2006|0.68|Switzerland|Criollo (Wild)|Bolivia|4.0
650|Finca|Puerto Rico|2014|0.65|U.S.A.| |Puerto Rico|2.25
651|Finca|Dominican Republic|2014|0.8|U.S.A.| |Dominican Republic|3.0
652|Finca|Dominican Republic|2014|0.7|U.S.A.| |Dominican Republic|3.25
653|Finca|Dominican Republic|2014|0.85|U.S.A.| |Dominican Republic|2.5
654|Forever Cacao|Rio Eni|2014|0.72|U.K.|Criollo|Peru|2.75
655|Forteza (Cortes)|Dominican Republic|2016|0.7|Puerto Rico| |Dominican Republic|2.75
656|Forteza (Cortes)|Puerto Rico|2016|0.8|Puerto Rico| |Dominican Republic|2.75
657|Fossa|Akesson's E., Sambirano V.|2016|0.7|Singapore| |Madagascar|2.75
658|Fossa|Camino Verde P., Balao, Guayas|2016|0.75|Singapore| |Ecuador|3.5
659|Fossa|Kokoa Kamili Coop, Kilombero|2016|0.67|Singapore|Trinitario|Tanzania|3.75
660|Franceschi|Choroni|2014|0.7|Venezuela| |Venezuela|3.5
661|Franceschi|Ocumare|2014|0.7|Venezuela| |Venezuela|3.75
662|Franceschi|Canoabo|2012|0.7|Venezuela| |Venezuela|3.75
663|Franceschi|Sur del Lago|2012|0.6|Venezuela| |Venezuela|3.5
664|Frederic Blondeel|Costa Rica|2015|0.7|Belgium| |Costa Rica|3.5
665|Frederic Blondeel|Peru Brutus|2015|0.75|Belgium| |Peru|3.5
666|Frederic Blondeel|Vietnam|2015|0.8|Belgium|Trinitario|Vietnam|3.0
667|Frederic Blondeel|Ghana|2014|0.6|Belgium|Forastero|Ghana|3.5
668|Frederic Blondeel|Madagascar|2014|0.65|Belgium|Trinitario|Madagascar|3.5
669|French Broad|Norandino, batch 161208|2017|0.7|U.S.A.| |Peru|3.5
670|French Broad|Guatemala|2015|0.73|U.S.A.| |Guatemala|3.5
671|French Broad|San Andres|2014|0.8|U.S.A.| |Costa Rica|3.0
672|French Broad|Matagalpa|2014|0.68|U.S.A.| |Nicaragua|3.25
673|French Broad|Palo Blanco, Chulucanas|2013|0.66|U.S.A.| |Peru|3.5
674|French Broad|Tumbes Coop|2012|0.7|U.S.A.|Criollo|Peru|2.5
675|French Broad|Palo Blanco, Chulucanas|2012|0.61|U.S.A.| |Peru|3.5
676|French Broad|Palo Blanco w/ panela, Chulucanas|2012|0.81|U.S.A.| |Peru|2.0
677|French Broad|Maranon Canyon, Fortunato No. 4|2011|0.7|U.S.A.|Forastero (Nacional)|Peru|3.5
678|French Broad|La Red|2011|0.65|U.S.A.| |Dominican Republic|3.5
679|Fresco|Maranon, #228, MR, SC|2014|0.7|U.S.A.|Forastero (Nacional)|Peru|3.0
680|Fresco|Maranon, #227, LR, MC|2014|0.7|U.S.A.|Forastero (Nacional)|Peru|3.5
681|Fresco|Maranon, #229, MR, LC|2014|0.7|U.S.A.|Forastero (Nacional)|Peru|3.5
682|Fresco|Maranon, #230, DR, LC|2014|0.7|U.S.A.|Forastero (Nacional)|Peru|3.5
683|Fresco|Conacado, #223, MR, SC|2013|0.72|U.S.A.| |Dominican Republic|3.25
684|Fresco|Conacado, #224, MR, MC|2013|0.72|U.S.A.| |Dominican Republic|3.75
685|Fresco|San Martin, Bellavista Coop, #226, DR, MC|2013|0.7|U.S.A.| |Peru|3.75
686|Fresco|Bellavista Coop, #225, LR, MC, CG Exclusive|2013|0.7|U.S.A.|Trinitario|Peru|4.0
687|Fresco|Markham Valley, #219, LR, MC|2012|0.69|U.S.A.| |Papua New Guinea|3.5
688|Fresco|Markham Valley, #221, DR, MC|2012|0.69|U.S.A.| |Papua New Guinea|3.5
689|Fresco|Sambirano Valley, #216, MR, LC|2012|0.74|U.S.A.|Trinitario|Madagascar|4.0
690|Fresco|Markham Valley, #220, MR, MC|2012|0.69|U.S.A.|Trinitario|Papua New Guinea|4.0
691|Fresco|Markham Valley, #222, LR, 0C|2012|0.69|U.S.A.|Trinitario|Papua New Guinea|3.0
692|Fresco|Ghana, #211, MR, MC|2011|0.74|U.S.A.|Forastero|Ghana|2.75
693|Fresco|Jamaica, #209, DR, SC|2011|0.7|U.S.A.|Trinitario|Jamaica|3.25
694|Fresco|Conacado, #212, LR, SC|2011|0.72|U.S.A.| |Dominican Republic|3.5
695|Fresco|Jamaica, #210, DR, MC|2011|0.7|U.S.A.|Trinitario|Jamaica|3.5
696|Fresco|Sambirano Valley, #214, LR, MC|2011|0.74|U.S.A.|Trinitario|Madagascar|2.75
697|Fresco|Conacado, #213, DR, -C|2011|0.72|U.S.A.| |Dominican Republic|3.25
698|Fresco|Sambirano Valley, #215, MR, MC|2011|0.74|U.S.A.|Trinitario|Madagascar|3.0
699|Fresco|Chuao, #218, MR, MC|2011|0.76|U.S.A.|Trinitario|Venezuela|3.25
700|Fresco|Chuao, #217, DR, MC|2011|0.7|U.S.A.|Trinitario|Venezuela|4.0
701|Fresco|Jamaica, #204, DR, SC|2009|0.8|U.S.A.|Trinitario|Jamaica|2.75
702|Fresco|Jamaica, #206, DR, LC|2009|0.7|U.S.A.|Trinitario|Jamaica|3.0
703|Fresco|Jamaica, #205, DR, MC|2009|0.7|U.S.A.|Trinitario|Jamaica|3.25
704|Fresco|Carenero Superior, #203, MR, SC|2009|0.65|U.S.A.|Criollo|Venezuela|3.5
705|Friis Holm|Rugoso, Bad Fermentation|2016|0.7|Denmark| |Nicaragua|3.5
706|Friis Holm (Bonnat)|La Dalia|2015|0.6|Denmark| |Nicaragua|3.0
707|Friis Holm (Bonnat)|La Dalia|2015|0.85|Denmark| |Nicaragua|3.25
708|Friis Holm (Bonnat)|La Dalia|2014|0.7|Denmark| |Nicaragua|3.5
709|Friis Holm (Bonnat)|Barba, Xoco|2013|0.7|Denmark| |Nicaragua|3.25
710|Friis Holm (Bonnat)|Medagla, Xoco|2013|0.7|Denmark| |Nicaragua|3.5
711|Friis Holm (Bonnat)|Chuno, triple turned, Xoco|2012|0.7|Denmark|Criollo, Trinitario|Nicaragua|3.25
712|Friis Holm (Bonnat)|Red Mayan, Xoco|2012|0.7|Denmark|Criollo, Trinitario|Honduras|3.25
713|Friis Holm (Bonnat)|Chuno, double turned, Xoco|2012|0.7|Denmark|Criollo, Trinitario|Nicaragua|3.25
714|Friis Holm (Bonnat)|Rugoso, Xoco|2012|0.7|Denmark| |Nicaragua|3.75
715|Friis Holm (Bonnat)|Johe, Xoco|2011|0.7|Denmark|Criollo, Trinitario|Nicaragua|3.25
716|Friis Holm (Bonnat)|Chuno, Xoco|2011|0.7|Denmark|Criollo, Trinitario|Nicaragua|3.5
717|Friis Holm (Bonnat)|Nicaliso, Xoco|2011|0.7|Denmark|Criollo, Trinitario|Nicaragua|3.5
718|Fruition|Wild Bolivian, Batch 2|2016|0.74|U.S.A.|Beniano|Bolivia|3.75
719|Fruition|Coto Brus, Heirloom, Batch 1|2016|0.74|U.S.A.|Amazon mix|Costa Rica|4.0
720|Fruition|Gran Couva|2014|0.7|U.S.A.|Trinitario|Trinidad|3.75
721|Fruition|Maranon|2014|0.76|U.S.A.|Forastero (Nacional)|Peru|3.0
722|Fruition|La Red|2013|0.7|U.S.A.| |Dominican Republic|3.75
723|Fruition|Camino Verde|2013|0.75|U.S.A.| |Ecuador|3.0
724|Fruition|Peru|2012|0.7|U.S.A.| |Peru|2.5
725|Fruition|Signature Blend|2011|0.66|U.S.A.|Trinitario|Costa Rica|3.25
726|Fruition|Costa Rica|2011|0.7|U.S.A.| |Costa Rica|3.0
727|Garden Island|Kaua'I, Alea Estate +world|2014|0.85|U.S.A.|Blend|Hawaii|2.5
728|Georgia Ramon|Akesson P.|2015|0.65|Germany|Trinitario|Madagascar|3.25
729|Georgia Ramon|ABOCFA Coop|2015|0.7|Germany|Forastero|Ghana|4.0
730|Georgia Ramon|Conacado Coop|2015|0.7|Germany|Trinitario|Dominican Republic|3.5
731|Georgia Ramon|Conacado Coop|2015|0.8|Germany|Trinitario|Dominican Republic|3.5
732|Georgia Ramon|Akesson P.|2015|0.75|Germany|Trinitario|Madagascar|3.5
733|Glennmade|Toledo District, 2015 Harvest|2016|0.7|U.S.A.| |Belize|3.5
734|Glennmade|Bahia|2015|0.66|U.S.A.|Trinitario, Forastero|Brazil|3.0
735|Goodnow Farms|Almendra Blanca, batch 1004|2016|0.77|U.S.A.| |Mexico|2.75
736|Goodnow Farms|El Carmen, batch 1003|2016|0.77|U.S.A.| |Nicaragua|3.25
737|Goodnow Farms|Asochivite, batch 1005|2016|0.77|U.S.A.| |Guatemala|3.25
738|Grand Place|Ben Tre, Dong Nai|2011|0.72|Vietnam|Trinitario|Vietnam|3.0
739|Green & Black's (ICAM)|Dark|2006|0.7|U.K.| | |2.5
740|Green Bean to Bar|Madagascar|2016|0.7|Japan| |Madagascar|3.5
741|Grenada Chocolate Co.|Grenada|2010|0.82|Grenada|Trinitario|Grenada|3.25
742|Grenada Chocolate Co.|Grenada|2009|0.6|Grenada|Trinitario|Grenada|2.75
743|Grenada Chocolate Co.|Grenada|2008|0.71|Grenada|Trinitario|Grenada|2.5
744|Guido Castagna|Arriba|2009|0.64|Italy|Forastero (Arriba) ASS|Ecuador|3.0
745|Guido Castagna|Ghana|2009|0.64|Italy|Forastero|Ghana|3.0
746|Guido Castagna|Trinidad & Tobago|2009|0.64|Italy| |Trinidad, Tobago|3.0
747|Guido Castagna|Lacri Blend|2009|0.76|Italy| |Venezuela|3.0
748|Guido Castagna|Blend|2009|0.64|Italy| |Ven, Trinidad, Ecuador|3.25
749|Guittard|Epique, Blend No. 49|2015|0.7|U.S.A.| | |3.75
750|Guittard|Haiti|2013|0.65|U.S.A.| |Haiti|2.75
751|Guittard|Nicaragua|2013|0.65|U.S.A.| |Nicaragua|2.75
752|Guittard|Jamaica|2013|0.65|U.S.A.|Trinitario|Jamaica|3.25
753|Guittard|Ecuador|2013|0.65|U.S.A.| |Ecuador|3.5
754|Guittard|Coucher du Soleil|2011|0.72|U.S.A.| | |2.75
755|Guittard|Lever du Soleil|2011|0.61|U.S.A.| | |3.25
756|Guittard|Onyx|2011|0.72|U.S.A.| | |3.25
757|Guittard|Trinidad|2010|0.65|U.S.A.|Trinitario|Trinidad|3.0
758|Guittard|O'ahu, N. Shore, Waialua E., Kakoleka|2009|0.55|U.S.A.| |Hawaii|3.0
759|Guittard|Nocturne|2009|0.91|U.S.A.| | |3.0
760|Guittard|Complexite|2009|0.7|U.S.A.|Blend| |3.5
761|Guittard|Machu Pichu|2008|0.65|U.S.A.| |Peru|3.0
762|Guittard|Special Maker Reserve|2008|0.64|U.S.A.| | |3.0
763|Guittard|Ocumare|2008|0.65|U.S.A.| |Venezuela|3.5
764|Guittard|Quetzalcoatl|2007|0.72|U.S.A.|Blend| |3.5
765|Guittard|Chucuri|2006|0.65|U.S.A.|Trinitario|Colombia|3.0
766|Guittard|Sur del Lago|2006|0.65|U.S.A.|Trinitario, Criollo|Venezuela|2.5
767|Guittard|Sambirano, Ambanja|2006|0.65|U.S.A.|Criollo, +|Madagascar|3.5
768|Guittard|Los Rios, Quevedo|2006|0.65|U.S.A.|Forastero (Arriba)|Ecuador|3.5
769|Guittard|Tsaranta|2006|0.61|U.S.A.|Blend| |3.5
770|Guittard|Semisweet|2006|0.61|U.S.A.|Blend| |3.0
771|Habitual|Papua New Guinea|2014|0.8|Canada| |Papua New Guinea|2.75
772|Habitual|Campesino w/ nibs|2014|0.74|Canada| | |2.75
773|Habitual|Dominican Republic|2014|0.75|Canada| |Dominican Republic|3.25
774|Habitual|Trinitario|2014|0.7|Canada|Trinitario| |3.5
775|Habitual|Downtown London|2014|0.65|Canada| | |2.75
776|Habitual|Africa meets Latina|2014|0.7|Canada| | |3.0
777|Habitual|Amazonas|2014|0.8|Canada| | |3.0
778|Habitual|Sharkey|2014|0.66|Canada| |Hawaii|3.25
779|Habitual|one hundred|2014|1.0|Canada| | |2.0
780|Hachez|Arriba|2007|0.77|Germany|Forastero (Arriba)|Ecuador|2.5
781|Hacienda El Castillo|Don Homero- Cerecita Valley|2014|0.55|Ecuador|Trinitario|Ecuador|2.75
782|Hacienda El Castillo|Don Homero- Cerecita Valley|2014|0.7|Ecuador|Trinitario|Ecuador|3.0
783|Haigh|South America and Africa|2011|0.7|Australia| |South America, Africa|3.0
784|Harper Macaw|Vale do Juliana, w/ nibs|2016|0.85|U.S.A.| |Brazil|3.25
785|Harper Macaw|Brazil Blend|2015|0.67|U.S.A.| |Brazil|3.0
786|Harper Macaw|Tome Acu E., Amazon Rainforest|2015|0.77|U.S.A.| |Brazil|3.5
787|Harper Macaw|Vale do Juliana E., Atlantic Forest|2015|0.74|U.S.A.| |Brazil|3.5
788|Heilemann|Peru|2016|0.64|Germany| |Peru|2.75
789|Heirloom Cacao Preservation (Brasstown)|Maya Mtn, Moho R., Toledo D., 2015|2016|0.7|U.S.A.|Amazon|Belize|3.25
790|Heirloom Cacao Preservation (Fruition)|Cota Brus, Terciopelo, 2015|2016|0.74|U.S.A.|Amazon mix|Costa Rica|3.5
791|Heirloom Cacao Preservation (Guittard)|Alto Beni, Upper Rio Beni, 2014|2014|0.67|U.S.A.|Amazon, ICS|Bolivia|3.5
792|Heirloom Cacao Preservation (Guittard)|Wild Beni, Lower Rio Beni, Tranquilidad, 2014|2014|0.67|U.S.A.|Beniano|Bolivia|3.0
793|Heirloom Cacao Preservation (Guittard)|Los Rios, Hacienda Limon, Orecao, 2014|2014|0.67|U.S.A.|EET|Ecuador|3.75
794|Heirloom Cacao Preservation (Guittard)|Maunawili, O'ahu, Agri Research C., 2014|2014|0.67|U.S.A.| |Hawaii|3.75
795|Heirloom Cacao Preservation (Manoa)|Maunawili, O'ahu, Agri Research C., 2015|2016|0.72|U.S.A.| |Hawaii|3.5
796|Heirloom Cacao Preservation (Millcreek)|Los Rios, Hacienda Limon, Orecao, 2015|2016|0.7|U.S.A.|EET|Ecuador|3.5
797|Heirloom Cacao Preservation (Mindo)|Pinchincha, Mindo, Coop Nueva Esper., 2015|2016|0.77|U.S.A.|EET|Ecuador|3.5
798|Heirloom Cacao Preservation (Zokoko)|Alto Beni, Upper Rio Beni, 2015|2016|0.68|U.S.A.|Amazon, ICS|Bolivia|3.75
799|Heirloom Cacao Preservation (Zokoko)|Wild Beni, Lower Rio Beni, Tranquilidad, 2015|2016|0.72|U.S.A.|Beniano|Bolivia|4.0
800|hello cocoa|Uganda|2015|0.57|U.S.A.|Forastero|Uganda|2.75
801|hello cocoa|Venezuela|2015|0.74|U.S.A.|Criollo|Venezuela|3.5
802|hexx|Tanzania|2015|0.7|U.S.A.| |Tanzania|2.75
803|hexx|Madagascar|2015|0.74|U.S.A.|Trinitario|Madagascar|3.0
804|hexx|Venezuela|2015|0.7|U.S.A.| |Venezuela|3.0
805|hexx|Ecuador|2015|0.73|U.S.A.| |Ecuador|3.25
806|hexx|Peru|2015|0.7|U.S.A.| |Peru|3.25
807|Hogarth|Akesson's Estate|2016|0.7|New Zealand|Trinitario|Madagascar|2.75
808|Hogarth|Carenero Superior|2016|0.72|New Zealand|Trinitario|Venezuela|2.75
809|Hogarth|Conacado|2016|0.75|New Zealand|Trinitario|Dominican Republic|3.25
810|Hogarth|Gran Blanco|2016|0.66|New Zealand|Criollo|Peru|3.5
811|Hoja Verde (Tulicorp)|Arriba|2009|0.8|Ecuador|Forastero (Arriba) ASS|Ecuador|2.0
812|Hoja Verde (Tulicorp)|Manabi|2009|0.8|Ecuador|Forastero (Arriba) ASS|Ecuador|2.5
813|Hoja Verde (Tulicorp)|Arriba|2009|0.72|Ecuador|Forastero (Arriba) ASS|Ecuador|3.0
814|Hoja Verde (Tulicorp)|Arriba|2009|0.58|Ecuador|Forastero (Arriba) ASS|Ecuador|3.25
815|Hoja Verde (Tulicorp)|Manabi|2009|0.58|Ecuador|Forastero (Arriba) ASS|Ecuador|3.5
816|Holy Cacao|Maranon|2016|0.7|Israel| |Peru|2.75
817|Holy Cacao|Camino Verde P., Balao, Guayas|2015|0.7|Israel| |Ecuador|3.5
818|Holy Cacao|Sambirano|2015|0.7|Israel|Trinitario|Madagascar|3.5
819|Holy Cacao|Gran Couva|2015|0.7|Israel|Trinitario|Trinidad|3.5
820|Holy Cacao|Mara|2015|0.7|Israel| |Venezuela|3.5
821|Holy Cacao|Ivory Coast|2009|0.7|Israel| |Ivory Coast|2.5
822|Holy Cacao|Hispaniola|2009|0.7|Israel| |Dominican Republic|2.75
823|Holy Cacao|San Martin|2009|0.7|Israel| |Peru|3.5
824|Holy Cacao|Hispaniola w/ nibs|2009|0.75|Israel| |Dominican Republic|3.75
825|Honest|Ecuador, w/ nibs|2014|0.72|South Africa| |Ecuador|2.5
826|Hotel Chocolat|Pepiniere, single Cote|2015|0.7|U.K.| |St. Lucia|2.75
827|Hotel Chocolat|Marcial, single Cote, 2012|2013|0.7|U.K.|Trinitario|St. Lucia|4.0
828|Hotel Chocolat|Island Growers, 2012, 120hr c.|2013|1.0|U.K.|Trinitario|St. Lucia|1.75
829|Hotel Chocolat (Coppeneur)|Trinidad|2013|0.75|U.K.|Trinitario|Trinidad|3.0
830|Hotel Chocolat (Coppeneur)|Mekong Delta & Dong Nai|2013|0.8|U.K.|Trinitario|Vietnam|3.5
831|Hotel Chocolat (Coppeneur)|Los Rios, H. Iara|2013|0.9|U.K.|Forastero (Nacional)|Ecuador|3.0
832|Hotel Chocolat (Coppeneur)|Somia Plantation, Akesson, 2012|2013|0.72|U.K.|Trinitario|Madagascar|3.0
833|Hotel Chocolat (Coppeneur)|Los Rios, H. Iara, 2012|2013|0.82|U.K.|Forastero (Nacional)|Ecuador|3.5
834|Hotel Chocolat (Coppeneur)|Chanchamayo, Pichanadi, 2012, 60hr c.|2013|1.0|U.K.| |Peru|2.75
835|Hotel Chocolat (Coppeneur)|Los Rios, H. Iara, 2012, 120hr c.|2013|1.0|U.K.|Forastero (Nacional)|Ecuador|2.5
836|Hotel Chocolat (Coppeneur)|Conacado, 2012, 120hr c.|2013|1.0|U.K.| |Dominican Republic|2.75
837|Hotel Chocolat (Coppeneur)|Sambirano|2012|0.66|U.K.|Trinitario, Criollo|Madagascar|3.5
838|Hotel Chocolat (Coppeneur)|Los Rios, H. Iara, 96hr c.|2011|0.8|U.K.|Forastero (Nacional)|Ecuador|3.0
839|Hotel Chocolat (Coppeneur)|Island Growers, 120hr c.|2011|0.65|U.K.|Trinitario|St. Lucia|3.0
840|Hotel Chocolat (Coppeneur)|Island Growers, 96hr c.|2011|0.65|U.K.|Trinitario|St. Lucia|3.25
841|Hotel Chocolat (Coppeneur)|Ecuador|2010|0.7|U.K.| |Ecuador|2.75
842|Hotel Chocolat (Coppeneur)|Santo Domingo|2010|0.7|U.K.| |Dominican Republic|3.0
843|Hotel Chocolat (Coppeneur)|Chuao|2010|0.7|U.K.|Trinitario|Venezuela|2.75
844|Hotel Chocolat (Coppeneur)|St. Lucia|2008|0.72|U.K.| |St. Lucia|3.0
845|Hotel Chocolat (Coppeneur)|Uganda|2008|0.8|U.K.|Forastero|Uganda|2.5
846|Hotel Chocolat (Coppeneur)|Tanzania|2008|0.75|U.K.| |Tanzania|2.75
847|Hotel Chocolat (Coppeneur)|Uba Budo|2008|0.72|U.K.|Forastero|Sao Tome|3.0
848|Hummingbird|Lam Dong|2015|0.7|Canada|Trinitario|Vietnam|3.5
849|Hummingbird|Bolivia|2014|0.7|Canada|Criollo, Trinitario|Bolivia|3.0
850|Hummingbird|Bolivia, Bo-nib-ia, w/ nibs|2014|0.7|Canada|Criollo, Trinitario|Bolivia|3.0
851|Hummingbird|Momotombo|2014|0.7|Canada|Trinitario|Nicaragua|3.0
852|Hummingbird|Hispaniola|2014|0.7|Canada|Trinitario|Dominican Republic|3.75
853|Hummingbird|Zorzal Reserva w/ Charles Kerchner|2014|0.7|Canada| |Dominican Republic|3.5
854|Hummingbird|Ocumare, Cumboto|2013|0.7|Canada|Trinitario, Criollo|Venezuela|3.25
855|Hummingbird|Amazonas|2013|0.7|Canada|Forastero|Venezuela|3.75
856|Idilio (Felchlin)|Chuao, Venezuela|2013|0.72|Switzerland|Trinitario|Venezuela|3.75
857|Idilio (Felchlin)|Coopertiva Amazona|2011|0.72|Switzerland|Criollo|Venezuela|3.75
858|Idilio (Felchlin)|Sur del Lago, Amiari Meridena, Zulia, 48hr c.|2011|0.72|Switzerland| |Venezuela|3.75
859|Idilio (Felchlin)|Choroni, Finca Torres, 48hr c.|2011|0.72|Switzerland|Criollo|Venezuela|3.25
860|Idilio (Felchlin)|Ocumare, H. Cata, 48hr c.|2011|0.72|Switzerland|Criollo|Venezuela|3.75
861|Idilio (Felchlin)|Porcelana, Zulia|2011|0.74|Switzerland|Criollo|Venezuela|4.0
862|Idilio (Felchlin)|Ocumare, H. Cata, w/ nibs|2011|0.72|Switzerland|Criollo|Venezuela|3.5
863|Idilio (Felchlin)|Carenero Superior, Urrutia, Barlovento|2011|0.7|Switzerland|Trinitario|Venezuela|4.0
864|Idilio (Felchlin)|Coopertiva Amazona w/ nibs|2011|0.72|Switzerland|Criollo|Venezuela|4.0
865|Idilio (Felchlin)|Sur del Lago, Amiari Meridena, Zulia, w/ nibs|2011|0.72|Switzerland| |Venezuela|4.0
866|Indah|India (south)|2016|0.61|India| |India|2.5
867|Indaphoria|La Red|2012|0.7|U.S.A.| |Dominican Republic|3.25
868|Indaphoria|Conacado, Manifesto|2012|0.7|U.S.A.| |Dominican Republic|2.75
869|Indi|Honduras|2014|0.77|U.S.A.| |Honduras|3.0
870|iQ Chocolate|Satipo region, white label|2012|0.72|Scotland|Criollo|Peru|2.75
871|iQ Chocolate|black label|2012|0.72|Scotland| |Peru|3.0
872|Isidro|Madagascar|2014|0.72|U.S.A.|Trinitario|Madagascar|3.5
873|Isidro|Peru|2014|0.72|U.S.A.| |Peru|2.25
874|Isidro|Belize|2014|0.72|U.S.A.|Trinitario|Belize|3.25
875|Isidro|Dominican Republic|2014|0.72|U.S.A.| |Dominican Republic|3.25
876|Izard|Maya Mountain, Toledo, Batch 29|2015|0.7|U.S.A.|Trinitario|Belize|3.5
877|Izard|Elvesia P., Batch 32|2015|0.7|U.S.A.| |Dominican Republic|2.75
878|Jacque Torres|Trinatario Treasure|2006|0.71|U.S.A.|Trinitario|Ghana|2.0
879|Jordis|Madagascar|2015|0.63|Czech Republic|Trinitario|Madagascar|2.75
880|Just Good Chocolate|Belize|2014|0.7|U.S.A.|Trinitario|Belize|3.5
881|Just Good Chocolate|Madagascar|2014|0.7|U.S.A.|Trinitario|Madagascar|3.5
882|Just Good Chocolate|Peru|2014|0.7|U.S.A.| |Peru|4.0
883|Kah Kow|Rizek Cacao, Cibao Valley, Domin. Rep.|2013|0.7|Dominican Republic| |Dominican Republic|3.5
884|Kah Kow|Rizek Cacao, Domin. Rep.|2013|0.82|Dominican Republic| |Dominican Republic|3.0
885|Kah Kow|Rizek Cacao, Domin. Rep.|2013|0.55|Dominican Republic| |Dominican Republic|3.25
886|Kah Kow|Rizek Cacao, Domin. Rep.|2013|0.62|Dominican Republic| |Dominican Republic|3.25
887|Kakao|Peru|2012|0.64|Germany| |Peru|2.5
888|Kakao|Vanuatu|2009|0.65|Germany|Trinitario|Vanuatu|3.75
889|Kallari (Ecuatoriana)|Sisa 36hr/ W. F. blend prototype|2008|0.7|Ecuador| |Ecuador|3.0
890|Kallari (Ecuatoriana)|Sisa's Secret/ original micro|2008|0.7|Ecuador| |Ecuador|3.5
891|Kallari (Ecuatoriana)|Roberto|2008|0.75|Ecuador| |Ecuador|2.75
892|Kallari (Ecuatoriana)|Diego/ original micro|2008|0.85|Ecuador| |Ecuador|2.5
893|Kallari (Ecuatoriana)|Diego 48hr/ W.F. blend prototype|2008|0.85|Ecuador| |Ecuador|2.75
894|Kallari (Ecuatoriana)|Diego 60hr/ W.F. blend prototype|2008|0.85|Ecuador| |Ecuador|3.0
895|Kallari (Ecuatoriana)|Cacao Nacional W.F.|2008|0.75|Ecuador| |Ecuador|2.5
896|Kallari (Ecuatoriana)|Cacao Nacional W.F.|2008|0.85|Ecuador| |Ecuador|3.0
897|Kaoka (Cemoi)|Noir|2009|0.7|France| | |2.75
898|Kaoka (Cemoi)|Ecuador|2009|0.8|France| |Ecuador|2.75
899|Kerchner|La Red, Project Reserva, Guaconejo|2013|0.7|U.S.A.| |Dominican Republic|3.75
900|Ki' Xocolatl|Dark|2009|0.72|Mexico| |Mexico|2.0
901|Kiskadee|La Red, Guanconjeco|2014|0.6|U.S.A.|Trinitario|Dominican Republic|3.0
902|Kto|San Martin|2014|0.72|U.S.A.| |Peru|2.5
903|Kto|Ocumare|2014|0.72|U.S.A.| |Venezuela|2.75
904|Kto|Belize|2014|0.72|U.S.A.|Trinitario|Belize|3.0
905|Kto|Sambirano Valley|2014|0.72|U.S.A.|Trinitario|Madagascar|3.25
906|Kto|Belize|2014|0.9|U.S.A.|Trinitario|Belize|3.25
907|Kto|Elvesia|2014|0.72|U.S.A.| |Dominican Republic|3.25
908|Kto|ROIG|2014|0.72|U.S.A.| |Dominican Republic|3.25
909|K'ul|Kafupbo, Petit Bourg, De Borgnes|2016|0.7|U.S.A.| |Haiti|3.25
910|K'ul|Maranon, Fortunato No. 4|2016|0.7|U.S.A.|Forastero (Nacional)|Peru|2.75
911|K'ul|Los Rios, Hacienda Limon, Heirloom|2016|0.7|U.S.A.| |Ecuador|3.75
